Date,Open,High,Low,Close,Adj Close,Volume
1994-02-01,0.294643,0.341518,0.287946,0.325893,0.271295,4284459200
1994-03-01,0.328125,0.343750,0.281250,0.296875,0.248027,5257985600
1994-04-01,0.287946,0.305804,0.241071,0.267857,0.223784,4042136000
1994-05-01,0.267857,0.301339,0.254464,0.261161,0.218189,3361657600
1994-06-01,0.254464,0.255580,0.219866,0.236607,0.198456,4671788800
1994-07-01,0.235491,0.303571,0.226563,0.300781,0.252283,4848065600
1994-08-01,0.300223,0.333705,0.286830,0.323103,0.271005,4574897600
1994-09-01,0.315848,0.332589,0.297991,0.300781,0.253156,3232644800
1994-10-01,0.300223,0.390625,0.290179,0.385603,0.324548,7713484800
1994-11-01,0.382813,0.388253,0.324777,0.332589,0.279928,4048945600
1994-12-01,0.330357,0.356027,0.310268,0.348214,0.293960,3787795200
1995-01-01,0.347098,0.429129,0.338170,0.360491,0.304325,8162100800
1995-02-01,0.363839,0.397321,0.339286,0.352679,0.297730,5299347200
1995-03-01,0.354911,0.363839,0.302455,0.314732,0.266426,6997144000
1995-04-01,0.316964,0.353795,0.300223,0.341518,0.289100,5674300800
1995-05-01,0.341518,0.396205,0.334821,0.371094,0.314137,6384672000
1995-06-01,0.373884,0.447545,0.370536,0.414621,0.351957,5521947200
1995-07-01,0.415179,0.445313,0.383929,0.401786,0.341061,5699579200
1995-08-01,0.400670,0.412946,0.373884,0.383929,0.325903,5292918400
1995-09-01,0.383929,0.406250,0.310268,0.332589,0.283093,7311483200
1995-10-01,0.337054,0.353237,0.300223,0.324219,0.275969,6498508800
1995-11-01,0.327009,0.379464,0.316964,0.340402,0.289743,4864294400
1995-12-01,0.339286,0.358259,0.282366,0.284598,0.242999,6560243200
1996-01-01,0.287946,0.316964,0.239816,0.246652,0.210599,10300214400
1996-02-01,0.245536,0.270089,0.243304,0.245536,0.209646,4652099200
1996-03-01,0.246652,0.246652,0.205357,0.219308,0.187252,3346750400
1996-04-01,0.224330,0.236607,0.212054,0.217634,0.185823,2867076800
1996-05-01,0.217634,0.257813,0.209821,0.233259,0.199164,3603902400
1996-06-01,0.231027,0.232143,0.175223,0.187500,0.160094,4673939200
1996-07-01,0.188616,0.203125,0.142857,0.196429,0.167717,4803489600
1996-08-01,0.196429,0.223214,0.185268,0.216518,0.184870,3187374400
1996-09-01,0.215402,0.219866,0.180804,0.198103,0.169147,3213548800
1996-10-01,0.196429,0.247768,0.196429,0.205357,0.175340,5816977600
1996-11-01,0.208705,0.235491,0.206473,0.215402,0.183917,2581364800
1996-12-01,0.215402,0.227679,0.185268,0.186384,0.159141,4147483200
1997-01-01,0.188616,0.198661,0.147321,0.148438,0.126741,9072739200
1997-02-01,0.150670,0.159598,0.135045,0.145089,0.123882,4574169600
1997-03-01,0.147321,0.172991,0.141741,0.162946,0.139128,4502243200
1997-04-01,0.157366,0.177455,0.149554,0.151786,0.129600,3809724800
1997-05-01,0.150670,0.160714,0.146205,0.148438,0.126741,2292707200
1997-06-01,0.151786,0.152902,0.125000,0.127232,0.108635,2572304000
1997-07-01,0.124442,0.161830,0.113839,0.156250,0.133411,6782372800
1997-08-01,0.157366,0.263951,0.156808,0.194196,0.165811,17675705600
1997-09-01,0.196429,0.207589,0.187500,0.193638,0.165334,3606075200
1997-10-01,0.193638,0.220982,0.141741,0.152065,0.129838,6430043200
1997-11-01,0.156808,0.191964,0.150670,0.158482,0.135317,5547483200
1997-12-01,0.157924,0.160156,0.113839,0.117188,0.100059,5097792000
1998-01-01,0.121652,0.178571,0.120536,0.163504,0.139605,10211577600
1998-02-01,0.165179,0.213170,0.155134,0.210938,0.180106,7354166400
1998-03-01,0.210379,0.250000,0.193080,0.245536,0.209646,10625977600
1998-04-01,0.244978,0.264509,0.220424,0.244420,0.208694,8081886400
1998-05-01,0.245536,0.282366,0.228795,0.237723,0.202975,6803339200
1998-06-01,0.236607,0.258929,0.228795,0.256138,0.218699,3909841600
1998-07-01,0.257813,0.340402,0.254464,0.309152,0.263964,10927660800
1998-08-01,0.305804,0.390625,0.276786,0.278460,0.237758,13220872000
1998-09-01,0.280134,0.358817,0.273438,0.340402,0.290646,8080318400
1998-10-01,0.328125,0.368862,0.254464,0.331473,0.283022,12930926400
1998-11-01,0.334821,0.351563,0.283482,0.285156,0.243475,10123523200
1998-12-01,0.285714,0.370536,0.282366,0.365513,0.312087,12924105600
1999-01-01,0.376116,0.422433,0.330915,0.367746,0.313993,15127403200
1999-02-01,0.372210,0.374442,0.308036,0.310826,0.265393,8116516800
1999-03-01,0.310826,0.331473,0.285714,0.320871,0.273970,9951995200
1999-04-01,0.321987,0.420759,0.299107,0.410714,0.350681,15888969600
1999-05-01,0.411272,0.446429,0.365513,0.393415,0.335910,8908905600
1999-06-01,0.401786,0.437500,0.375558,0.413504,0.353063,6918620800
1999-07-01,0.413504,0.505580,0.403460,0.497210,0.424534,11466582400
1999-08-01,0.496652,0.588170,0.465402,0.582589,0.497433,9244603200
1999-09-01,0.598214,0.715402,0.512835,0.565290,0.482662,18967468800
1999-10-01,0.554688,0.723772,0.531250,0.715402,0.610833,14468496000
1999-11-01,0.714286,0.926339,0.690290,0.873884,0.746150,8624929600
1999-12-01,0.901786,1.053571,0.813058,0.917969,0.783791,9418214400
